,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379
85,以前,営業,咲,神田,店,閉店,酒場,ダルマ,半年,以上,咲,利用,時,印象,店,足,量,味噌汁,大ぶり,椀,麦飯,味噌汁,漬物,代わり,自由,誰,一,杯,周囲,代わり,人,他,店,圧倒的,量,十分,証,感染,防止,対策,入口,手,指,消毒,卓上,大型,衝立,店員,マスク,着用,地下,店,換気,良好,味,量,コスパ,十分,満足,ランチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,神保町,三省堂書店,交差点,近く,和食,日和,神保町,日本酒,東京,元通り,営業,形態,大皿,日,銘々皿,コース,選択,利酒,師,店長,オススメ,中心,ーーーーーーーーーーーーーーーーーーーーーーーーー,会席,和,醸良,酒,名物,彩り,八,寸,八,種,盛り,付き,¥5000,神無月,霜月,献立,先付,本日,先付け,御,椀,鯛,潮汁,名物,彩り,八,寸,八,種,盛り,南瓜,摺り,鰹,酒盗,チーズ,寄せ,豆,冨,茄子,焼き栗,ブランデー,漬け,鮟,肝,ポン酢,タコ,山葵,林檎,クリームチーズ,酒粕,味噌和え,馬,タン,スモーク,造,里,本日,鮮魚,三種,盛り合わせ,妻,一式,焼き物,秋,鯖,照り焼き,バルサミコ,風,箸休め,薩摩芋,檸檬,柿,白和え,煮物,神威,豚,豆乳,仕立て,大根,青,味,万能葱,柚子皮,占地,食事,鯛茶漬け,ランプ,キャビア,ーーーーーーーーーーーーーーーーーーーーーーーーー,初め,鯛,潮汁,一杯,胃,太め,日本酒,準備,万端,八寸,八,種,盛り,酒盗,鮟,肝,酒粕,チーズ,チビチビ,絶対,人,メニュー,重,八寸,スピーディー,一杯,目,日本酒,三昧,旬,魚,盛り,付け,割烹店,美味,コトヨ,和,院,醬油,物,良質,白ワイン,普通,控えめ,秋,鯖,照り焼き,バルサミコ,風,洋風,アレンジ,焼き,サバ,食べ方,バルサミコ,旨味,酸味,鯖,皿,風,和食,中,洋,今,系統,物,味わい,幅,箸休め,薩摩芋,檸檬,柿,白和え,一息,煮物,神威,豚,豆乳,仕立て,仕立て,柔らか,神威,豚,中,味,大根,豆乳,ベース,出汁,具合,身体,緩やか,力,終盤,一杯,他,日本酒,鯛茶漬け,沢山,…。,炭水化物,必須,サイズ,下,一,口,特別,日,定番,純米,乳酸,仕込,醪,別,豊富,酸味,速,醸,表現,乳酸,感,演出,柔らか,舌触り,中,森嶋,純米大吟醸,雄町,森嶋,フラッグシップモデル,雄町,純米大吟醸,雄町,本場,岡山県産,雄町,米,使用,火入,口開け,細やか,フレッシュ,感,満載,微,発泡,感,雄町,スト,山本,コロナウイルス,馬鹿,自社,栽培,美郷,錦,純米大吟醸,規格,％,セクシィー,山本,ゴージャス,山本,ダブル,蔵,付き,酵母,仕込み,多く,飲食店,元気,蔵元,想い,今回,限り,限定,酒,値段,確認,一杯,金,鼓,山,廃,仕込,本醸造,火入れ,原酒,平成,ＢＹ,酒,琥珀,色,熟成,香,口,醇,味わい,個性的,味わい,燗,不思議,而今,特別純米,火入,爽やか,香り,自然,旨味,酸味,酒,和食,日和,神保町,状態,日本酒,ケース,定番,入手,困難,有名,酒,ジャケット,直感,スタッフ,会話,日本酒,出会い,酒,日本全国,食事,少人数,コース,少量,多種,速攻,今回,日本酒,友人,再訪,計画,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,友人,素敵,店,日本酒,好き,方,オススメ,和食,日和,神保町,ソムリエ,厳選,常時,類,以上,日本酒,旬の食材,日本酒,料理,店,店内,テーブル席,半,個室,完全,個室,用途,使い分け,可能,今回,半,個室,用意,今回,アラカルト,甘鯛,出汁,甘鯛,柚子,立派,酸味,ハイレベル,美味,新政,貴重,スパークリング,感激,微,炭酸,ヨーグルト,感じ,コースター,素敵,鰻,巻き,卵,鰻,タレ,神田,限定,日本酒,利他,特別純米,スタッフ,方,オススメ,神田,フレッシュ,種,盛り,マグロ,脳天,サーモン,ガツオ,カンパチ,マダイ,魚,脂,白ワイン,新潟,コト,ヨ,醤油,黒龍,大吟醸,香り,爽やか,心地,神威,豚,ロース,銘酒,宝山,塩,麴,焼き,柔らか,美味,味付け,醸し人九平次,純米大吟醸,華やか,香り,滑らか,芳醇,味わい,野菜,天ぷら,日,椎茸,茄子,ミョウガ,三つ葉,山,エノキ,天ぷら,塩か,天つゆ,好み,悦,凱,陣,情熱,神力,純米,無,濾過,生,原酒,スタッフ,方,オススメ,ガツン,系,日本酒,熟成,香り,濃厚,味わい,個性,的,日本酒,鯛茶漬け,鯛茶漬け,鯛,味わい,キャビア,塩味,アクセント,最高,而今,特別純米,火入れ,最後,王道,バランス,味わい,日本酒,入手,困難,貴重,大,満足,料理,日本酒,相性,和食,得,飲み放題,コース,日本酒,好き,方,オススメ,店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,神田小川町,神田錦町,間,五十,通り,毎月,付く,日,縁日,程,賑わい,今,ビル,殺風景,感じ,明治2年,創業,神田錦町,更科,昔ながらの,佇まい,更科,並び,杉,玉の,和風,モダン,佇まい,和食,日和,日本酒,常時,銘柄,以上,日本酒,店内,カウンター,席,夜,一人,度,ランチタイム,訪問,平日,頃,外,メニュー,ランチメニュー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,港区,虎ノ門駅,長安,刀削麺,山椒,麻,辣,刀削麺,辛さ,痺れ,非常,麻,辣,刀削麺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,メニュー,看板メニュー,麻,辣,刀削麺,大盛,日記,東京,中心,店,紹介,是非,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,大人,階段,人肌,季節,人肌,刀削麺,着,丼,辛,刀削麺,脳内,ープ,ー,ｳﾏｰｰ・,パクチー,克服,大人,階段,今日,パクチー,有り,結果,大人,階段,パクチー,嫌い,芸人,パクチー,無理,人,人肌,人,ーーーーーーーーーーーーーーーーーーーーーー・,刀削麺,物,アップ,私,人,ストーリー,方,情報,多め,フォロー,コメント,気軽,新橋,ランチ,新橋,グルメ,銀座,グルメ,東京,レストラン,東京グルメ,グルメ,東京,ランチ,食べログ,グルメ,好きな人,インスタグルメアワード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,シャリダマ,海苔,軍艦,馬肉,卵黄,馬肉,ガーリックチップ,食感,トロ,馬肉,寿司,黒ビール,握り,中トロ,赤身,鴨,巻物,肉寿司,貫,盛り合わせ,，,後,ブログ記事,今夜,肉寿司,バル,肉寿司,東京都大田区蒲田,ＴＥＬ,ＯＰＥＮ,定休,日,月曜,不,定休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,訪問,連れ,訪問,鳥,樹,不完全燃焼,気味,店,連れ,一,度,肉寿司,目,前,仕切り直し,事,ユッケ,極上,馬,ヒレ,刺し,赤身,盛り,肉寿司,盛り合わせ,馬刺し,昔,苦手,今,大好き,馬刺し,ユッケ,牛,ユッケ,ユッケ,苦手,実感,赤身,握り,寿司,美味,連れ,肉寿司,料理,スタッフ,感じ,好き,何回,当たり,外れ,皆さん,笑顔,素敵,接客,感じ,居心地,蒲田,店,軒,目,利用,画,気分,好き,理由,再訪,感謝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,前,度,気,店,店,イチオシ,肉寿司,オーダー,プレミアム,生,ワイン,ボトル,並み,デキャンタ,デキャンタ,ボトル,肉,赤ワイン,追加,ポテサラ,濃厚,オーダー,逸品,ポテサラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,九州,情熱,屋,串,ジロ,夜,半,訪問,高い,壁,ファミレス,席,席,店,フロア,中国系,女性,丁寧,対応,激,安,飲み放題,品,料理,注文,条件,付き,タブレット,タッチパネル,式,オーダー,メニュー,キビナゴ,馬刺し,焼き鳥,刺身,枝豆,一品,一つ,気,日本語表記,長音,記号,笑,日本,資本,確か,チェーン,名前,チェーン,焼き鳥,一品,高め,トータル,評価,梅,サワー,オカワリトマトハイ,ハツ,串,心臓,サイズ,心配,ハツ,ドキドキ,大ぶり,大,満足,焼き,加減,塩加減,延長,コール,放題,半額,以下,焼き,ガツ,シロ,塩,到着,ガツ,味,シロ,下ごしらえ,塩,野菜,焼き,エリンギ,豚バラ,巻,串,小さめ,店,塩,キノコ,食,感,豚バラ,コク,塩,ウマウマ,限り,期間限定,酒,満足,足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,高田馬場駅,弱,早稲田通り,一本,裏手,通り,肉,バル,店,近く,鶏,三歩一,平日,ランチタイム,久し振り,店内,テーブル席,状態,ランチメニュー,価格,帯,牛,鶏,グリル,ハンバーグ,豚,ソテー,カレー,今回,牛,ランプ,肉,中落ち,カルビ,グリル,サラダバー,日,替り,スープ,ライス,セルフ,サラダバー,数種類,充実,前,時,種類,ドレッシング,選択肢,メイン,スキレット,鍋,提供,ジュー,ジュー,食欲,下,フライドポテト,赤身,適度,カット,ソース,最適,味付け,全体的,前,時,内容,満足度,高め,店員,接客,丁寧,好感,友だち,登録,ソフトドリンク,一,杯,サービス,付き,一,回,登録,スタンプ,ワイン,サービス,支払い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,高田馬場,バル,再訪,肉,バル,サラダ,ランチメニュー,今日,前回,気,激辛,ビーフカレー,ランチ,スープ,ミネストローネ,スープ,サラダ,今日,マッスル,蒸し鶏,ビーンズ,ボリューム,ナッツ,ドレッシング,感動,カレー,グレイビ,少な目,一口,ガツン,辛さ,文字通り,激辛,スパイス,スパイシー,肉,バル,本格,的,カレー,クローブ,個,私,皿,値段,割,方,場所,残念,量,普通,次回,少な目,ポイント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,利用,電話予約,ネット予約,飲み会,予約,可能,中途半端,時間,非常,使い勝手,メニュー,以下,通り,ハーブ,ポテトサラダ,失敗,ステーキ,脂身,上,肉,部分,火,カリカリ,状態,アヒージョ,オイル煮,脂身,オイル煮,クド,ボトル,グラス,リーズナブル,価格,帯,ボトル,機会,伺い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,浜松町駅,近く,ビル,ドイツ料理,店,ドイツビール,予約,日本,ビール,ガ,感じ,口,複数,種,飲み放題,料理,ハム,ソーセージ,ポテト,プレッツェル,ソーセージ,ビール,味,濃いめ,ガツン,ビール,プレッツェル,パン,岩塩,食べ応え,コース,外,放題,ビール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,汐留ビルディング,フランツ,クラブ,友達,年始,コース,ドイツビール,飲み放題,付,ミュンヘン,コース,彩り,前菜,盛り合わせ,季節,野菜サラダ,プレッツェル,フライドポテト,グリル,ソーセージ,盛り合わせ,南ドイツ,郷土料理,シュペッツェレ,料理,全体,量,少なめ,ブレッツェル,ソーセージ,シュペッツェレ,ドイツ料理,ソーセージ,ビール,今回,ドイツビール,ラインナップ,シュパーテン,ミュンヘナーヘル,フランツィスカーナー,ヴァイスビア,エルディンガー,ヴァイスビア,エルディンガー,デュンケル,通り,ドイツビール,日本,ビール,ドイツ,何,杯,単品,ドイツビール,飲み放題,分,大,満足,立地,場所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,ミュンヘン,ラガービール,爽やか,ミュンヘン,駐在,時代,始め,スタート,市内,レーベンブロイ,ビール,工場,ビール,街,ミュンヘン,ビール純粋令,ドイツビール,日本人,一生,ランチ,ソーセージ,ランチ,注文,白,ソーセージ,ドイツ,朝食,生,ボイル,皮,登場,ヴァイスビール,ミュンヘン,好き,ドイツ,コーラ,水,ビール,値段,ビール,ランチタイム,税込み,ベルリン,名物,カレー,ソーセージ,メニュー,全体的,値段,高め,パーティー,メニュー,緊急事態宣言,発令,休業,今週末,セット,メニュー,乾杯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,中央区銀座,-4,銀座,サニー,ビル,日曜日,人,訪問,銀座,ワイン酒場,ガブリシャス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,銀座一丁目,徒歩,圏内,銀座,ガス灯,通り,ワイン酒場,空間,ランチ,ステーキ,セット,丼,提供,ドリンク,充実,長め,滞在,場,所,銀座一丁目,金,額,空,間,テーブル席,空間,決,済,カード,電子マネー,現金,最後,フォロー,励み,更新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,銀座,バル,ワイン酒場,銀座,店,肉料理,チーズ,料理,メイン,ワイン酒場,ガブリシャス,ランチ,毎日,昼,ワイン,可能,場所,煉瓦亭,前,他,渋谷,仙台,姉妹,店,運営,エスエルディー,母体,追加,アイスコーヒー,汁,ニンジン,大根,味噌汁,大根,味噌汁,サラダ,プチサラダ,プチコーン,サラダ,イタリアンドレッシング,大盛,固め,柴漬け,箸休め,メイン,ガブリシャス,特製,唐揚げ,定食,一個,サイズ,個,オーダー,受けて,アツアツ,衣,ジューシー,竜田揚げ,タレ,好み,ガーリックガッツリタイプ,ドレッシング,千切りキャベツ,ソース,マヨネーズ,ポン酢,照り焼き,チキン,ソース,風,両方,ステーキソース,照り焼き,チキン,ソース,甘み,醤油,ダレ,感動的,鶏肉,ドリンク,アイスコーヒー,唐揚げ,ソース,説明,唐揚げ,普通,普通,スタッフ,姉さん,元気,サービス,帰り,際,挨拶,声,値段,定食,ボリューム,満点,大,満足,リピート,確定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,炭火焼肉,ココ,ランチ,炭火焼肉,牛繁,昔,別,店舗,未,解凍,肉,幻滅,今,改善,肉感,炭火,風味,量,適量,追加,食べ放題,種類,豊富,ホルモン,人,挑戦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,会社,飲み会,利用,店員,接客,マナー,フード,提供,忘年会,シーズン,混雑,待った,甲斐,ドリンク,提供,徹底,全席,個室,上品,雰囲気,店,時間,鍋,串焼き,海鮮,系,渋谷,個室居酒屋,是非,利用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
